track_id,genre_top,filepath
4099,International,fma_small/004/004099.mp3
4100,International,fma_small/004/004100.mp3
4101,International,fma_small/004/004101.mp3
4102,International,fma_small/004/004102.mp3
4103,International,fma_small/004/004103.mp3
4108,Rock,fma_small/004/004108.mp3
4232,International,fma_small/004/004232.mp3
4233,International,fma_small/004/004233.mp3
4234,International,fma_small/004/004234.mp3
4235,International,fma_small/004/004235.mp3
4236,International,fma_small/004/004236.mp3
4239,International,fma_small/004/004239.mp3
4450,Folk,fma_small/004/004450.mp3
4507,International,fma_small/004/004507.mp3
4508,International,fma_small/004/004508.mp3
4509,International,fma_small/004/004509.mp3
4510,International,fma_small/004/004510.mp3
4511,International,fma_small/004/004511.mp3
4519,Electronic,fma_small/004/004519.mp3
4520,Electronic,fma_small/004/004520.mp3
4521,Electronic,fma_small/004/004521.mp3
4522,Electronic,fma_small/004/004522.mp3
4682,Hip-Hop,fma_small/004/004682.mp3
4684,Hip-Hop,fma_small/004/004684.mp3
4685,Hip-Hop,fma_small/004/004685.mp3
4688,Hip-Hop,fma_small/004/004688.mp3
4777,Rock,fma_small/004/004777.mp3
4778,Rock,fma_small/004/004778.mp3
4779,Rock,fma_small/004/004779.mp3
4780,Rock,fma_small/004/004780.mp3
4781,Rock,fma_small/004/004781.mp3
4782,Rock,fma_small/004/004782.mp3
4784,Rock,fma_small/004/004784.mp3
4785,Rock,fma_small/004/004785.mp3
4786,Rock,fma_small/004/004786.mp3
4787,Rock,fma_small/004/004787.mp3
4788,Rock,fma_small/004/004788.mp3
4799,Rock,fma_small/004/004799.mp3
4835,Rock,fma_small/004/004835.mp3
4836,Rock,fma_small/004/004836.mp3
4838,Rock,fma_small/004/004838.mp3
4846,International,fma_small/004/004846.mp3
4848,International,fma_small/004/004848.mp3
4849,International,fma_small/004/004849.mp3
5006,Rock,fma_small/005/005006.mp3
5156,Folk,fma_small/005/005156.mp3
5157,Folk,fma_small/005/005157.mp3
5158,Folk,fma_small/005/005158.mp3
5159,Folk,fma_small/005/005159.mp3
5169,Folk,fma_small/005/005169.mp3
5170,Folk,fma_small/005/005170.mp3
5171,Folk,fma_small/005/005171.mp3
5191,Pop,fma_small/005/005191.mp3
5264,Hip-Hop,fma_small/005/005264.mp3
5268,Hip-Hop,fma_small/005/005268.mp3
5376,Folk,fma_small/005/005376.mp3
5381,Folk,fma_small/005/005381.mp3
5521,Experimental,fma_small/005/005521.mp3
5879,Folk,fma_small/005/005879.mp3
5936,Folk,fma_small/005/005936.mp3
5940,Folk,fma_small/005/005940.mp3
6329,International,fma_small/006/006329.mp3
6330,International,fma_small/006/006330.mp3
6331,International,fma_small/006/006331.mp3
6332,International,fma_small/006/006332.mp3
6333,International,fma_small/006/006333.mp3
6342,International,fma_small/006/006342.mp3
6354,International,fma_small/006/006354.mp3
6357,International,fma_small/006/006357.mp3
6358,International,fma_small/006/006358.mp3
6360,International,fma_small/006/006360.mp3
6363,International,fma_small/006/006363.mp3
6366,International,fma_small/006/006366.mp3
6367,International,fma_small/006/006367.mp3
6368,International,fma_small/006/006368.mp3
6370,International,fma_small/006/006370.mp3
6372,International,fma_small/006/006372.mp3
6373,International,fma_small/006/006373.mp3
6376,International,fma_small/006/006376.mp3
6379,International,fma_small/006/006379.mp3
6380,International,fma_small/006/006380.mp3
6381,International,fma_small/006/006381.mp3
6382,International,fma_small/006/006382.mp3
6383,International,fma_small/006/006383.mp3
6385,International,fma_small/006/006385.mp3
6387,International,fma_small/006/006387.mp3
6389,International,fma_small/006/006389.mp3
6390,International,fma_small/006/006390.mp3
6393,International,fma_small/006/006393.mp3
6394,International,fma_small/006/006394.mp3
6396,International,fma_small/006/006396.mp3
6406,Folk,fma_small/006/006406.mp3
6407,Folk,fma_small/006/006407.mp3
6439,Hip-Hop,fma_small/006/006439.mp3
6440,Hip-Hop,fma_small/006/006440.mp3
6442,Hip-Hop,fma_small/006/006442.mp3
6443,Hip-Hop,fma_small/006/006443.mp3
6448,Hip-Hop,fma_small/006/006448.mp3
6459,International,fma_small/006/006459.mp3
6461,Folk,fma_small/006/006461.mp3
6463,Folk,fma_small/006/006463.mp3
6467,Folk,fma_small/006/006467.mp3
6469,International,fma_small/006/006469.mp3
6517,Rock,fma_small/006/006517.mp3
6519,Rock,fma_small/006/006519.mp3
6603,Hip-Hop,fma_small/006/006603.mp3
6605,Hip-Hop,fma_small/006/006605.mp3
6606,Hip-Hop,fma_small/006/006606.mp3
6607,Hip-Hop,fma_small/006/006607.mp3
6608,Hip-Hop,fma_small/006/006608.mp3
6609,Hip-Hop,fma_small/006/006609.mp3
6610,Hip-Hop,fma_small/006/006610.mp3
6611,Hip-Hop,fma_small/006/006611.mp3
6674,Experimental,fma_small/006/006674.mp3
6675,Experimental,fma_small/006/006675.mp3
6677,Experimental,fma_small/006/006677.mp3
6679,Experimental,fma_small/006/006679.mp3
6680,Experimental,fma_small/006/006680.mp3
6684,Experimental,fma_small/006/006684.mp3
6762,Folk,fma_small/006/006762.mp3
6776,Rock,fma_small/006/006776.mp3
6778,Rock,fma_small/006/006778.mp3
6779,Folk,fma_small/006/006779.mp3
6782,Folk,fma_small/006/006782.mp3
6783,Folk,fma_small/006/006783.mp3
6788,Rock,fma_small/006/006788.mp3
6802,International,fma_small/006/006802.mp3
6803,International,fma_small/006/006803.mp3
6854,Folk,fma_small/006/006854.mp3
6855,Folk,fma_small/006/006855.mp3
6856,Folk,fma_small/006/006856.mp3
6857,Folk,fma_small/006/006857.mp3
7011,Electronic,fma_small/007/007011.mp3
7373,Experimental,fma_small/007/007373.mp3
7374,Experimental,fma_small/007/007374.mp3
7375,Experimental,fma_small/007/007375.mp3
7376,Experimental,fma_small/007/007376.mp3
7377,Experimental,fma_small/007/007377.mp3
7378,Experimental,fma_small/007/007378.mp3
7379,Experimental,fma_small/007/007379.mp3
7381,Experimental,fma_small/007/007381.mp3
7383,Experimental,fma_small/007/007383.mp3
7385,Experimental,fma_small/007/007385.mp3
7386,Experimental,fma_small/007/007386.mp3
7388,Experimental,fma_small/007/007388.mp3
7391,Experimental,fma_small/007/007391.mp3
7393,Experimental,fma_small/007/007393.mp3
7481,Hip-Hop,fma_small/007/007481.mp3
7482,Hip-Hop,fma_small/007/007482.mp3
7483,Hip-Hop,fma_small/007/007483.mp3
7487,Hip-Hop,fma_small/007/007487.mp3
7488,Hip-Hop,fma_small/007/007488.mp3
7489,Hip-Hop,fma_small/007/007489.mp3
7490,Hip-Hop,fma_small/007/007490.mp3
7491,Hip-Hop,fma_small/007/007491.mp3
7492,Hip-Hop,fma_small/007/007492.mp3
7495,Rock,fma_small/007/007495.mp3
7526,Pop,fma_small/007/007526.mp3
7527,Pop,fma_small/007/007527.mp3
7528,Pop,fma_small/007/007528.mp3
7529,Pop,fma_small/007/007529.mp3
7548,Experimental,fma_small/007/007548.mp3
7554,Experimental,fma_small/007/007554.mp3
7709,Folk,fma_small/007/007709.mp3
7710,Folk,fma_small/007/007710.mp3
7711,Folk,fma_small/007/007711.mp3
7712,Folk,fma_small/007/007712.mp3
7713,Folk,fma_small/007/007713.mp3
7872,Rock,fma_small/007/007872.mp3
8056,Rock,fma_small/008/008056.mp3
8208,Rock,fma_small/008/008208.mp3
8256,Folk,fma_small/008/008256.mp3
8259,Folk,fma_small/008/008259.mp3
8261,Folk,fma_small/008/008261.mp3
8345,Experimental,fma_small/008/008345.mp3
8357,Experimental,fma_small/008/008357.mp3
8363,Experimental,fma_small/008/008363.mp3
8372,Experimental,fma_small/008/008372.mp3
8416,Experimental,fma_small/008/008416.mp3
9152,Experimental,fma_small/009/009152.mp3
9155,Experimental,fma_small/009/009155.mp3
9307,Experimental,fma_small/009/009307.mp3
9476,Experimental,fma_small/009/009476.mp3
9477,Experimental,fma_small/009/009477.mp3
9491,Rock,fma_small/009/009491.mp3
9505,Experimental,fma_small/009/009505.mp3
9511,Rock,fma_small/009/009511.mp3
9512,International,fma_small/009/009512.mp3
9513,Rock,fma_small/009/009513.mp3
9550,Rock,fma_small/009/009550.mp3
9553,Rock,fma_small/009/009553.mp3
9555,Rock,fma_small/009/009555.mp3
9557,Rock,fma_small/009/009557.mp3
9559,Rock,fma_small/009/009559.mp3
9560,Rock,fma_small/009/009560.mp3
9678,Experimental,fma_small/009/009678.mp3
9721,Experimental,fma_small/009/009721.mp3
9846,Experimental,fma_small/009/009846.mp3
9887,Folk,fma_small/009/009887.mp3
9888,Folk,fma_small/009/009888.mp3
9918,Experimental,fma_small/009/009918.mp3
9962,Rock,fma_small/009/009962.mp3
10186,International,fma_small/010/010186.mp3
10192,Hip-Hop,fma_small/010/010192.mp3
10250,Instrumental,fma_small/010/010250.mp3
10374,Experimental,fma_small/010/010374.mp3
10375,Experimental,fma_small/010/010375.mp3
10376,Experimental,fma_small/010/010376.mp3
10377,Experimental,fma_small/010/010377.mp3
10381,Folk,fma_small/010/010381.mp3
10382,Folk,fma_small/010/010382.mp3
10383,Folk,fma_small/010/010383.mp3
10384,Folk,fma_small/010/010384.mp3
10385,Folk,fma_small/010/010385.mp3
10386,Folk,fma_small/010/010386.mp3
10387,Folk,fma_small/010/010387.mp3
10388,Folk,fma_small/010/010388.mp3
10389,Folk,fma_small/010/010389.mp3
10435,Experimental,fma_small/010/010435.mp3
10438,Folk,fma_small/010/010438.mp3
10439,Folk,fma_small/010/010439.mp3
10440,Folk,fma_small/010/010440.mp3
10441,Folk,fma_small/010/010441.mp3
10442,Folk,fma_small/010/010442.mp3
10443,Folk,fma_small/010/010443.mp3
10444,Folk,fma_small/010/010444.mp3
10447,Folk,fma_small/010/010447.mp3
10458,Folk,fma_small/010/010458.mp3
10480,Folk,fma_small/010/010480.mp3
10481,Folk,fma_small/010/010481.mp3
10485,Folk,fma_small/010/010485.mp3
10521,Experimental,fma_small/010/010521.mp3
10527,Experimental,fma_small/010/010527.mp3
10535,Experimental,fma_small/010/010535.mp3
10541,Experimental,fma_small/010/010541.mp3
10575,Folk,fma_small/010/010575.mp3
10577,Folk,fma_small/010/010577.mp3
10668,Rock,fma_small/010/010668.mp3
10669,Rock,fma_small/010/010669.mp3
10670,Rock,fma_small/010/010670.mp3
10671,Rock,fma_small/010/010671.mp3
10672,Rock,fma_small/010/010672.mp3
10673,Rock,fma_small/010/010673.mp3
10674,Rock,fma_small/010/010674.mp3
10675,Rock,fma_small/010/010675.mp3
10676,Rock,fma_small/010/010676.mp3
10677,Rock,fma_small/010/010677.mp3
10678,Folk,fma_small/010/010678.mp3
10679,Folk,fma_small/010/010679.mp3
10682,Folk,fma_small/010/010682.mp3
10684,Folk,fma_small/010/010684.mp3
10693,Hip-Hop,fma_small/010/010693.mp3
10694,Hip-Hop,fma_small/010/010694.mp3
10695,Hip-Hop,fma_small/010/010695.mp3
10696,Hip-Hop,fma_small/010/010696.mp3
10697,Hip-Hop,fma_small/010/010697.mp3
10698,Hip-Hop,fma_small/010/010698.mp3
10699,Hip-Hop,fma_small/010/010699.mp3
10805,Pop,fma_small/010/010805.mp3
10806,Pop,fma_small/010/010806.mp3
10807,Pop,fma_small/010/010807.mp3
10808,Pop,fma_small/010/010808.mp3
10809,Pop,fma_small/010/010809.mp3
10810,Pop,fma_small/010/010810.mp3
10983,Experimental,fma_small/010/010983.mp3
10992,Folk,fma_small/010/010992.mp3
10993,Folk,fma_small/010/010993.mp3
11019,Experimental,fma_small/011/011019.mp3
11020,Experimental,fma_small/011/011020.mp3
11059,Folk,fma_small/011/011059.mp3
11198,Pop,fma_small/011/011198.mp3
11199,Pop,fma_small/011/011199.mp3
11200,Pop,fma_small/011/011200.mp3
11204,Hip-Hop,fma_small/011/011204.mp3
11206,Electronic,fma_small/011/011206.mp3
11234,Experimental,fma_small/011/011234.mp3
11237,Experimental,fma_small/011/011237.mp3
11239,Experimental,fma_small/011/011239.mp3
11242,Experimental,fma_small/011/011242.mp3
11261,Pop,fma_small/011/011261.mp3
11262,Electronic,fma_small/011/011262.mp3
11264,Rock,fma_small/011/011264.mp3
11268,Rock,fma_small/011/011268.mp3
11298,Hip-Hop,fma_small/011/011298.mp3
11299,Hip-Hop,fma_small/011/011299.mp3
11306,Rock,fma_small/011/011306.mp3
11333,Experimental,fma_small/011/011333.mp3
11334,Experimental,fma_small/011/011334.mp3
11503,Folk,fma_small/011/011503.mp3
11504,Folk,fma_small/011/011504.mp3
11505,Folk,fma_small/011/011505.mp3
11508,Folk,fma_small/011/011508.mp3
11544,Experimental,fma_small/011/011544.mp3
11638,Instrumental,fma_small/011/011638.mp3
11671,International,fma_small/011/011671.mp3
11672,International,fma_small/011/011672.mp3
11673,International,fma_small/011/011673.mp3
11674,International,fma_small/011/011674.mp3
11675,International,fma_small/011/011675.mp3
11677,International,fma_small/011/011677.mp3
11679,International,fma_small/011/011679.mp3
11681,International,fma_small/011/011681.mp3
11682,International,fma_small/011/011682.mp3
11683,International,fma_small/011/011683.mp3
11763,Hip-Hop,fma_small/011/011763.mp3
11764,Hip-Hop,fma_small/011/011764.mp3
11765,Hip-Hop,fma_small/011/011765.mp3
11766,Hip-Hop,fma_small/011/011766.mp3
11767,Hip-Hop,fma_small/011/011767.mp3
11768,Hip-Hop,fma_small/011/011768.mp3
11769,Hip-Hop,fma_small/011/011769.mp3
11770,Hip-Hop,fma_small/011/011770.mp3
11771,Hip-Hop,fma_small/011/011771.mp3
11772,Hip-Hop,fma_small/011/011772.mp3
11773,Hip-Hop,fma_small/011/011773.mp3
11774,Hip-Hop,fma_small/011/011774.mp3
11775,Hip-Hop,fma_small/011/011775.mp3
11776,Hip-Hop,fma_small/011/011776.mp3
11777,Hip-Hop,fma_small/011/011777.mp3
11778,Hip-Hop,fma_small/011/011778.mp3
11779,Hip-Hop,fma_small/011/011779.mp3
11780,Hip-Hop,fma_small/011/011780.mp3
11781,Hip-Hop,fma_small/011/011781.mp3
11782,Hip-Hop,fma_small/011/011782.mp3
11783,Hip-Hop,fma_small/011/011783.mp3
11784,Hip-Hop,fma_small/011/011784.mp3
11785,Hip-Hop,fma_small/011/011785.mp3
11786,Hip-Hop,fma_small/011/011786.mp3
11787,Hip-Hop,fma_small/011/011787.mp3
11788,Hip-Hop,fma_small/011/011788.mp3
11789,Hip-Hop,fma_small/011/011789.mp3
11790,Hip-Hop,fma_small/011/011790.mp3
11791,Hip-Hop,fma_small/011/011791.mp3
11792,Hip-Hop,fma_small/011/011792.mp3
11793,Hip-Hop,fma_small/011/011793.mp3
11794,Hip-Hop,fma_small/011/011794.mp3
11795,Hip-Hop,fma_small/011/011795.mp3
11803,Hip-Hop,fma_small/011/011803.mp3
11818,Hip-Hop,fma_small/011/011818.mp3
11839,Hip-Hop,fma_small/011/011839.mp3
11861,Hip-Hop,fma_small/011/011861.mp3
11862,Hip-Hop,fma_small/011/011862.mp3
11867,Hip-Hop,fma_small/011/011867.mp3
11868,Hip-Hop,fma_small/011/011868.mp3
11916,Hip-Hop,fma_small/011/011916.mp3
11917,Hip-Hop,fma_small/011/011917.mp3
11918,Hip-Hop,fma_small/011/011918.mp3
11919,Hip-Hop,fma_small/011/011919.mp3
11920,Hip-Hop,fma_small/011/011920.mp3
11921,Hip-Hop,fma_small/011/011921.mp3
11922,Hip-Hop,fma_small/011/011922.mp3
11933,Rock,fma_small/011/011933.mp3
11937,Pop,fma_small/011/011937.mp3
11942,Electronic,fma_small/011/011942.mp3
11946,Experimental,fma_small/011/011946.mp3
11947,Experimental,fma_small/011/011947.mp3
11951,Experimental,fma_small/011/011951.mp3
12045,Folk,fma_small/012/012045.mp3
12046,Folk,fma_small/012/012046.mp3
12047,Folk,fma_small/012/012047.mp3
12048,Folk,fma_small/012/012048.mp3
12049,Folk,fma_small/012/012049.mp3
12050,Folk,fma_small/012/012050.mp3
12051,Folk,fma_small/012/012051.mp3
12052,Folk,fma_small/012/012052.mp3
12053,Folk,fma_small/012/012053.mp3
12058,Folk,fma_small/012/012058.mp3
12059,Folk,fma_small/012/012059.mp3
12060,Folk,fma_small/012/012060.mp3
12061,Folk,fma_small/012/012061.mp3
12062,Folk,fma_small/012/012062.mp3
12064,Folk,fma_small/012/012064.mp3
12065,Folk,fma_small/012/012065.mp3
12066,Folk,fma_small/012/012066.mp3
12067,Folk,fma_small/012/012067.mp3
12109,International,fma_small/012/012109.mp3
12146,Pop,fma_small/012/012146.mp3
12147,Pop,fma_small/012/012147.mp3
12173,Hip-Hop,fma_small/012/012173.mp3
12174,Hip-Hop,fma_small/012/012174.mp3
12179,Pop,fma_small/012/012179.mp3
12188,Pop,fma_small/012/012188.mp3
12189,Electronic,fma_small/012/012189.mp3
12346,Experimental,fma_small/012/012346.mp3
12348,Folk,fma_small/012/012348.mp3
12349,Folk,fma_small/012/012349.mp3
12350,Folk,fma_small/012/012350.mp3
12351,Folk,fma_small/012/012351.mp3
12352,Folk,fma_small/012/012352.mp3
12353,Folk,fma_small/012/012353.mp3
12355,Folk,fma_small/012/012355.mp3
12376,Pop,fma_small/012/012376.mp3
12387,Pop,fma_small/012/012387.mp3
12390,Pop,fma_small/012/012390.mp3
12394,Hip-Hop,fma_small/012/012394.mp3
12481,Folk,fma_small/012/012481.mp3
12482,Folk,fma_small/012/012482.mp3
12484,Folk,fma_small/012/012484.mp3
12485,Folk,fma_small/012/012485.mp3
12486,Folk,fma_small/012/012486.mp3
12487,Folk,fma_small/012/012487.mp3
12488,Folk,fma_small/012/012488.mp3
12489,Folk,fma_small/012/012489.mp3
12490,Folk,fma_small/012/012490.mp3
12508,Folk,fma_small/012/012508.mp3
12513,Folk,fma_small/012/012513.mp3
12514,Folk,fma_small/012/012514.mp3
12518,Pop,fma_small/012/012518.mp3
12521,Rock,fma_small/012/012521.mp3
12526,Hip-Hop,fma_small/012/012526.mp3
12527,Pop,fma_small/012/012527.mp3
12530,Pop,fma_small/012/012530.mp3
12531,Hip-Hop,fma_small/012/012531.mp3
12532,Pop,fma_small/012/012532.mp3
12537,Pop,fma_small/012/012537.mp3
12551,Pop,fma_small/012/012551.mp3
12552,Pop,fma_small/012/012552.mp3
12654,Pop,fma_small/012/012654.mp3
12690,International,fma_small/012/012690.mp3
12691,International,fma_small/012/012691.mp3
12692,International,fma_small/012/012692.mp3
12737,Experimental,fma_small/012/012737.mp3
12985,Folk,fma_small/012/012985.mp3
12986,Folk,fma_small/012/012986.mp3
13191,Pop,fma_small/013/013191.mp3
13197,Pop,fma_small/013/013197.mp3
13199,Hip-Hop,fma_small/013/013199.mp3
13201,Hip-Hop,fma_small/013/013201.mp3
13218,Pop,fma_small/013/013218.mp3
13220,Pop,fma_small/013/013220.mp3
13325,Rock,fma_small/013/013325.mp3
13328,Pop,fma_small/013/013328.mp3
13362,Pop,fma_small/013/013362.mp3
13378,Pop,fma_small/013/013378.mp3
13474,Electronic,fma_small/013/013474.mp3
13537,International,fma_small/013/013537.mp3
13538,International,fma_small/013/013538.mp3
13539,International,fma_small/013/013539.mp3
13540,International,fma_small/013/013540.mp3
13556,Rock,fma_small/013/013556.mp3
13561,Hip-Hop,fma_small/013/013561.mp3
13562,Electronic,fma_small/013/013562.mp3
13566,Hip-Hop,fma_small/013/013566.mp3
13571,Electronic,fma_small/013/013571.mp3
13578,Experimental,fma_small/013/013578.mp3
13591,Hip-Hop,fma_small/013/013591.mp3
13596,Rock,fma_small/013/013596.mp3
13666,Rock,fma_small/013/013666.mp3
